experiences_offered,host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,is_location_exact,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,24-Hour Check-in,Air Conditioning,Breakfast,BuzzerWireless Intercom,Cable TV,Carbon Monoxide Detector,Cat(s),Dog(s),Doorman,Dryer,Elevator in Building,Essentials,FamilyKid Friendly,Fire Extinguisher,First Aid Kit,Free Parking on Premises,Free Parking on Street,Gym,Hair Dryer,Hangers,Heating,Hot Tub,Indoor Fireplace,Internet,Iron,Kitchen,Laptop Friendly Workspace,Lock on Bedroom Door,Other pet(s),Paid Parking Off Premises,Pets Allowed,Pets live on this property,Pool,Safety Card,Shampoo,Smoke Detector,Smoking Allowed,Suitable for Events,TV,Washer,Washer  Dryer,Wheelchair Accessible,Wireless Internet,host_response_time_a few days or more,host_response_time_within a day,host_response_time_within a few hours,host_response_time_within an hour,neighbourhood_cleansed_Allston,neighbourhood_cleansed_Back Bay,neighbourhood_cleansed_Bay Village,neighbourhood_cleansed_Beacon Hill,neighbourhood_cleansed_Brighton,neighbourhood_cleansed_Charlestown,neighbourhood_cleansed_Chinatown,neighbourhood_cleansed_Dorchester,neighbourhood_cleansed_Downtown,neighbourhood_cleansed_East Boston,neighbourhood_cleansed_Fenway,neighbourhood_cleansed_Hyde Park,neighbourhood_cleansed_Jamaica Plain,neighbourhood_cleansed_Leather District,neighbourhood_cleansed_Longwood Medical Area,neighbourhood_cleansed_Mattapan,neighbourhood_cleansed_Mission Hill,neighbourhood_cleansed_North End,neighbourhood_cleansed_Roslindale,neighbourhood_cleansed_Roxbury,neighbourhood_cleansed_South Boston,neighbourhood_cleansed_South Boston Waterfront,neighbourhood_cleansed_South End,neighbourhood_cleansed_West End,neighbourhood_cleansed_West Roxbury,property_type_Apartment,property_type_Bed & Breakfast,property_type_Boat,property_type_Camper/RV,property_type_Condominium,property_type_Dorm,property_type_Entire Floor,property_type_Guesthouse,property_type_House,property_type_Loft,property_type_Other,property_type_Townhouse,property_type_Villa,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,bed_type_Airbed,bed_type_Couch,bed_type_Futon,bed_type_Pull-out Sofa,bed_type_Real Bed,cancellation_policy_flexible,cancellation_policy_moderate,cancellation_policy_strict,cancellation_policy_super_strict_30
none,1.0,1.0,f,t,f,f,2,1.0,1.0,1.0,130,780,2400,300,35,2,0,2,1125,4,23,41,285,28,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,1.68,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
none,1.0,0.6,f,t,f,t,10,3.5,4.0,7.0,750,3000,3500,100,125,1,0,2,3,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,0.64,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,f,t,t,f,3,1.0,2.0,3.0,160,1000,3500,300,50,2,25,2,2,0,0,15,290,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,f,f,1,1.970908448,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,0.92,t,t,t,t,1,1.0,1.0,1.0,65,1000,3500,200,15,1,20,3,1125,0,6,29,119,17,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,3.07,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,f,4,1.0,1.0,2.0,77,1000,3500,100,10,2,15,2,90,3,29,49,128,3,100.0,9.0,9.0,9.0,9.0,9.0,9.0,f,f,f,f,3,3.0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
none,1.0,1.0,t,t,t,t,2,1.0,1.0,1.0,71,460,1750,100,100,1,0,3,120,3,11,35,295,198,96.0,9.0,9.0,10.0,10.0,10.0,10.0,f,f,t,t,1,3.86,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,f,2,1.5,1.0,1.0,200,1000,3500,100,100,1,0,2,1125,0,0,0,217,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,f,f,f,f,1,0.48,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
none,1.0,0.9,f,t,t,t,2,1.0,1.0,1.0,55,1000,3500,200,30,0,0,2,1125,0,0,30,305,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,1,0.61,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,t,2,2.0,1.0,1.0,95,1000,3500,100,15,1,0,1,30,0,0,0,0,1,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,f,f,1,0.43,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,0.93,0.73,f,t,t,t,4,1.0,2.0,2.0,220,1450,3000,100,75,2,20,2,21,8,28,58,58,55,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,f,f,2,1.8,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,f,t,2,1.0,1.0,1.0,54,1000,3500,100,100,1,0,1,62,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,f,f,1,1.970908448,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,f,t,t,f,3,1.0,1.0,2.0,72,1000,3500,95,15,1,15,1,1125,9,39,69,344,5,92.0,10.0,10.0,9.0,10.0,10.0,9.0,f,f,f,f,1,5.0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,0.83,f,t,t,t,2,1.0,1.0,1.0,70,1000,3500,95,100,2,30,2,1125,4,6,24,30,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,4.41,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
none,1.0,1.0,t,t,t,t,4,1.0,2.0,3.0,135,1000,3500,100,50,2,25,2,1125,7,19,48,303,92,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,2.63,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,t,6,1.5,3.0,3.0,300,1000,3500,500,50,1,0,4,15,24,54,84,359,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,1.3,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,0.85,t,t,t,t,2,1.0,1.0,1.0,110,1000,3500,100,5,1,10,2,7,12,42,72,72,68,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,t,t,1,3.75,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,t,2,1.0,1.0,1.0,70,1000,3500,100,10,1,0,2,90,15,40,60,137,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,3,5.0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,0.96,t,t,t,t,1,1.0,1.0,1.0,75,440,3500,100,25,1,0,2,60,0,11,41,131,34,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,2,1.48,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,0.5,f,t,t,t,2,1.0,1.0,1.0,70,1000,3500,100,100,2,30,1,1125,0,0,0,0,4,90.0,9.0,7.0,9.0,10.0,10.0,9.0,f,f,f,f,1,1.03,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,f,t,t,t,2,1.0,1.0,1.0,88,1000,3500,200,20,1,20,2,15,1,18,42,121,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,f,f,1,1.970908448,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,1.0,0.56,f,t,t,t,12,2.5,4.0,7.0,480,2000,6800,200,75,9,25,1,1125,9,24,54,327,19,97.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,f,f,3,1.44,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
none,1.0,0.76,f,t,t,t,9,2.5,4.0,5.0,550,1000,3500,300,100,0,0,3,21,17,43,66,334,49,97.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,f,f,2,1.17,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,t,t,4,1.0,2.0,2.0,180,1000,2100,95,80,2,20,2,31,9,22,52,322,32,94.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,1,1.66,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,0.86,0.75,f,t,t,t,5,3.5,4.0,4.0,325,1700,3500,300,90,4,0,3,1125,5,35,65,340,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,0.35,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,f,t,1,1.0,1.0,1.0,65,1000,3500,100,100,1,0,7,1125,25,42,72,72,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,t,f,f,1,1.970908448,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,f,t,f,t,4,1.0,3.0,4.0,290,2000,3500,100,100,1,0,5,1125,25,55,85,360,8,98.0,10.0,10.0,10.0,9.0,9.0,9.0,f,f,f,f,1,0.23,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,0.88,f,t,t,t,4,2.0,4.0,3.0,159,1000,3500,500,100,4,0,2,1125,3,4,4,16,41,94.0,10.0,9.0,9.0,10.0,9.0,9.0,f,f,f,f,1,0.86,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,0.0,1.0,f,t,t,t,2,1.0,1.0,1.0,200,750,2000,100,50,2,25,2,120,0,0,1,28,16,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,t,t,1,0.44,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,t,t,2,1.0,1.0,1.0,95,1000,3500,100,20,1,0,1,1125,0,5,12,231,80,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,2,7.38,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,1.0,0.0,f,t,t,f,2,1.0,1.0,1.0,65,695,2500,100,100,1,0,1,1125,0,0,0,248,18,85.0,8.0,7.0,10.0,10.0,10.0,8.0,f,f,f,f,1,2.06,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,t,t,t,t,3,1.0,1.0,1.0,99,1000,3500,200,35,1,0,2,1125,0,0,0,0,9,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,1,0.79,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,t,3,1.0,1.0,2.0,93,850,2950,100,40,2,25,3,30,5,17,47,317,97,95.0,10.0,10.0,10.0,9.0,10.0,10.0,f,f,f,f,3,3.25,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
none,0.6,0.5,f,t,t,t,10,2.5,4.0,6.0,500,2000,3500,200,100,1,0,3,1125,0,0,1,88,6,100.0,10.0,10.0,9.0,10.0,9.0,10.0,f,f,f,f,1,0.21,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,f,t,t,t,4,1.0,2.0,2.0,295,1000,3500,400,50,4,25,1,30,30,60,90,365,8,88.0,9.0,8.0,10.0,10.0,10.0,8.0,f,f,f,t,1,0.23,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,1.0,t,t,f,t,11,3.5,5.0,5.0,450,1000,3500,500,175,6,50,3,1125,10,22,40,145,28,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,1.36,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,0.56,t,t,t,t,4,1.5,2.0,2.0,150,1000,3500,100,75,2,15,1,1125,0,0,4,279,5,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,f,f,2,0.31,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,0.0,1.0,f,t,t,t,4,1.0,2.0,1.0,95,1000,1900,100,100,1,0,5,1125,0,0,0,0,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,f,f,1,1.970908448,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
none,1.0,1.0,t,t,t,t,4,1.0,2.0,2.0,150,600,2000,100,40,2,0,3,1125,0,0,0,213,18,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,1,0.78,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
none,1.0,0.93,t,t,t,t,8,2.0,4.0,4.0,399,1000,3500,100,120,4,0,2,1125,13,21,46,274,12,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,f,f,2,0.75,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
none,1.0,1.0,f,t,f,f,2,1.0,1.0,1.0,71,1000,3500,100,100,1,0,1,35,0,0,0,97,19,93.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,f,f,2,12.13,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
none,0.8,1.0,f,t,f,t,6,1.0,3.0,3.0,500,1000,3500,400,100,5,30,1,1125,30,60,90,365,0,91.91666667,9.431571325,9.2580412,9.646292948,9.646548609,9.414042707,9.168234443,f,f,f,f,3,1.970908448,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
none,1.0,0.92,f,t,t,t,2,1.0,1.0,1.0,70,450,1500,100,100,1,0,7,90,0,0,30,305,8,100.0,10.0,9.0,10.0,10.0,10.0,9.0,f,f,f,f,2,0.48,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
